source_file,total_records,federal_count,provincial_count,local_count,unknown_count,output_files
/home/suchita/Desktop/Arranged data/extracted_tables/page_203_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_203_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_203_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_204_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_204_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_204_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_205_table_1.csv,5,1,0,0,4,/home/suchita/Desktop/Final Arranged Data/Federal/page_205_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_205_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_206_table_1.csv,13,3,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_206_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_206_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_207_table_1.csv,6,1,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_207_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_207_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_208_table_1.csv,10,2,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_208_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_208_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_209_table_1.csv,7,2,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_209_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_209_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_20_table_1.csv,14,5,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_20_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_20_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_210_table_1.csv,11,1,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_210_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_210_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_211_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_211_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_211_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_212_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_212_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_212_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_213_table_1.csv,10,1,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_213_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_213_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_214_table_1.csv,10,1,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_214_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_214_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_215_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_215_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_215_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_216_table_1.csv,7,2,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_216_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_216_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_217_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_217_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_217_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_218_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_218_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_218_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_219_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_219_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_219_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_21_table_1.csv,14,4,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_21_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_21_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_220_table_1.csv,7,2,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_220_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_220_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_221_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_221_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_221_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_222_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_222_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_222_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_223_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_223_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_223_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_224_table_1.csv,7,2,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_224_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_224_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_225_table_1.csv,8,1,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_225_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_225_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_226_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_226_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_226_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_227_table_1.csv,10,2,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_227_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_227_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_22_table_1.csv,14,4,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_22_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_22_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_23_table_1.csv,14,4,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_23_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_23_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_24_table_1.csv,15,4,0,0,11,/home/suchita/Desktop/Final Arranged Data/Federal/page_24_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_24_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_25_table_1.csv,21,6,0,0,15,/home/suchita/Desktop/Final Arranged Data/Federal/page_25_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_25_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_26_table_1.csv,36,10,0,0,26,/home/suchita/Desktop/Final Arranged Data/Federal/page_26_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_26_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_27_table_1.csv,32,9,0,0,23,/home/suchita/Desktop/Final Arranged Data/Federal/page_27_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_27_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_28_table_1.csv,37,11,0,0,26,/home/suchita/Desktop/Final Arranged Data/Federal/page_28_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_28_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_29_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_29_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_29_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_35_table_1.csv,5,1,0,0,4,/home/suchita/Desktop/Final Arranged Data/Federal/page_35_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_35_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_36_table_1.csv,5,0,0,0,5,/home/suchita/Desktop/Final Arranged Data/Unknown/page_36_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_37_table_1.csv,5,0,0,0,5,/home/suchita/Desktop/Final Arranged Data/Unknown/page_37_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_38_table_1.csv,5,1,0,0,4,/home/suchita/Desktop/Final Arranged Data/Federal/page_38_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_38_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_39_table_1.csv,5,0,0,0,5,/home/suchita/Desktop/Final Arranged Data/Unknown/page_39_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_3_table_1.csv,2,1,0,0,1,/home/suchita/Desktop/Final Arranged Data/Federal/page_3_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_3_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_3_table_2.csv,2,1,0,0,1,/home/suchita/Desktop/Final Arranged Data/Federal/page_3_table_2_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_3_table_2_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_43_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_43_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_43_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_44_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_44_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_44_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_45_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_45_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_45_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_46_table_1.csv,12,4,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_46_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_46_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_47_table_1.csv,12,3,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_47_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_47_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_48_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_48_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_48_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_49_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_49_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_49_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_4_table_1.csv,3,2,0,0,1,/home/suchita/Desktop/Final Arranged Data/Federal/page_4_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_4_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_4_table_2.csv,2,0,0,0,2,/home/suchita/Desktop/Final Arranged Data/Unknown/page_4_table_2_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_50_table_1.csv,10,4,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_50_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_50_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_51_table_1.csv,10,4,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_51_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_51_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_52_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_52_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_52_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_53_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_53_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_53_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_54_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_54_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_54_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_55_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_55_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_55_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_56_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_56_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_56_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_57_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_57_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_57_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_58_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_58_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_58_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_59_table_1.csv,7,2,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_59_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_59_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_5_table_1.csv,8,0,0,0,8,/home/suchita/Desktop/Final Arranged Data/Unknown/page_5_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_60_table_1.csv,13,3,0,0,10,/home/suchita/Desktop/Final Arranged Data/Federal/page_60_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_60_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_61_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_61_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_61_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_62_table_1.csv,5,1,0,0,4,/home/suchita/Desktop/Final Arranged Data/Federal/page_62_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_62_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_63_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_63_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_63_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_64_table_1.csv,11,3,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_64_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_64_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_65_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_65_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_65_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_66_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_66_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_66_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_67_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_67_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_67_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_68_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_68_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_68_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_69_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_69_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_69_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_70_table_1.csv,11,3,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_70_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_70_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_71_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_71_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_71_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_72_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_72_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_72_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_73_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_73_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_73_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_74_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_74_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_74_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_75_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_75_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_75_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_76_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_76_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_76_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_77_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_77_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_77_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_78_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_78_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_78_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_79_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_79_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_79_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_7_table_1.csv,10,2,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_7_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_7_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_80_table_1.csv,11,3,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_80_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_80_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_81_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_81_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_81_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_82_table_1.csv,11,3,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_82_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_82_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_83_table_1.csv,10,2,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_83_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_83_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_84_table_1.csv,10,1,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_84_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_84_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_85_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_85_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_85_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_86_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_86_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_86_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_87_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_87_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_87_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_88_table_1.csv,9,2,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_88_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_88_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_89_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_89_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_89_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_90_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_90_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_90_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_91_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_91_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_91_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_92_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_92_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_92_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_93_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_93_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_93_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_94_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_94_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_94_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_95_table_1.csv,6,1,0,0,5,/home/suchita/Desktop/Final Arranged Data/Federal/page_95_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_95_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_96_table_1.csv,8,2,0,0,6,/home/suchita/Desktop/Final Arranged Data/Federal/page_96_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_96_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_97_table_1.csv,10,3,0,0,7,/home/suchita/Desktop/Final Arranged Data/Federal/page_97_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_97_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_98_table_1.csv,12,4,0,0,8,/home/suchita/Desktop/Final Arranged Data/Federal/page_98_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_98_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/extracted_tables/page_99_table_1.csv,12,3,0,0,9,/home/suchita/Desktop/Final Arranged Data/Federal/page_99_table_1_federal.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/page_99_table_1_unknown.csv
/home/suchita/Desktop/Arranged data/processing_report.csv,413,220,2,129,62,/home/suchita/Desktop/Final Arranged Data/Federal/processing_report_federal.csv | /home/suchita/Desktop/Final Arranged Data/Local/processing_report_local.csv | /home/suchita/Desktop/Final Arranged Data/Provincial/Koshi/processing_report_koshi.csv | /home/suchita/Desktop/Final Arranged Data/Provincial/Gandaki/processing_report_gandaki.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/processing_report_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page100_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page100_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page100_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page101_table1.csv,17,0,0,7,10,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page101_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page101_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page102_table1.csv,15,0,0,6,9,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page102_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page102_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page103_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page103_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page103_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page104_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page104_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page104_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page105_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Final Arranged Data/Local/source-book_kzajtb9_page105_table1_local.csv | /home/suchita/Desktop/Final Arranged Data/Unknown/source-book_kzajtb9_page105_table1_unknown.csv
